Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Country,Age,Child,Spending
PhD,Married,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,SP,53,1,34
Graduation,Single,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,CA,49,1,1478
Graduation,Divorced,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,SP,51,1,44
Master,Together,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,SA,35,1,100
Master,Together,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,IND,35,1,100
PhD,Divorced,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,AUS,68,2,152
Basic,Together,13724.0,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,SA,33,1,58
Graduation,Married,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,SP,54,1,24
PhD,Together,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,SP,63,2,62
2n Cycle,Married,78497.0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,CA,70,0,978
2n Cycle,Married,78497.0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,IND,70,0,978
2n Cycle,Together,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,SA,65,1,728
Graduation,Together,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,AUS,68,0,596
Master,Married,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,SA,60,0,1213
PhD,Married,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,SA,41,1,185
2n Cycle,Single,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,SP,55,0,2059
Graduation,Single,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,SP,53,1,416
Graduation,Single,76467.0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,US,51,1,1575
Graduation,Single,63891.0,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,GER,64,2,18
Graduation,Together,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,AUS,73,0,222
Graduation,Single,43602.0,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,SA,55,2,68
Graduation,Single,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,SP,43,2,49
Graduation,Single,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,SP,70,1,688
Graduation,Married,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,SP,51,0,1280
PhD,Married,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,SA,51,1,1829
Graduation,Married,27573.0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,SP,46,1,244
2n Cycle,Divorced,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,SP,42,1,48
Graduation,Married,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,CA,68,1,586
Graduation,Together,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,AUS,43,1,48
Graduation,Married,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,SP,43,2,263
Master,Together,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,CA,76,0,1612
Graduation,Single,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,SA,39,0,825
Graduation,Married,25271.0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,IND,38,1,50
Graduation,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,SP,55,1,1371
Graduation,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,GER,55,1,1371
PhD,Together,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,SP,63,0,963
Master,Single,36927.0,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,US,66,2,71
Graduation,Married,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,SP,44,2,31
Graduation,Married,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,AUS,72,0,1677
Graduation,Married,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,SP,46,1,120
Master,Together,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,SA,39,1,23
2n Cycle,Together,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,SP,44,1,54
Graduation,Single,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,US,60,0,636
Graduation,Single,66951.0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,IND,33,0,1117
Graduation,Together,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,CA,42,1,969
Graduation,Together,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,SP,42,1,969
Master,Together,43018.0,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,GER,47,1,133
Graduation,Married,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,SA,52,0,2486
PhD,Single,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,SP,32,0,71
PhD,Single,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,SA,32,0,71
Graduation,Divorced,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,SA,51,1,203
Graduation,Married,61223.0,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,0,0,SA,54,1,1341
PhD,Divorced,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,SA,53,2,845
Master,Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,CA,49,1,385
Graduation,Together,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,SA,59,2,564
2n Cycle,Married,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,IND,46,2,23
2n Cycle,Married,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,SP,46,2,23
Graduation,Together,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,SA,43,1,189
Graduation,Divorced,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,SP,67,1,1504
Graduation,Together,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,GER,49,1,209
Basic,Married,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,SA,40,1,102
Graduation,Married,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,SP,44,1,981
Graduation,Single,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,SP,67,1,488
PhD,Together,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,SP,46,1,484
Master,Single,92859.0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,CA,29,0,2077
Graduation,Together,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,SA,41,1,662
Graduation,Married,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,SA,58,0,1495
Graduation,Married,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,SP,58,0,1495
Graduation,Married,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,SA,41,2,231
Graduation,Married,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,SP,50,1,805
PhD,Together,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,SP,45,1,39
Master,Married,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,SP,53,2,63
Graduation,Married,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,SP,53,2,69
Graduation,Married,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,SP,53,2,69
Graduation,Together,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,SP,46,1,461
Master,Single,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,SP,74,0,2217
Graduation,Together,80144.0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,AUS,46,0,1367
PhD,Married,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,SP,49,0,382
PhD,Single,68352.0,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,CA,47,1,871
Master,Single,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,SP,46,0,2089
Graduation,Married,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,SP,46,1,1388
Basic,Together,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,SP,55,0,96
Basic,Together,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,AUS,55,0,96
Graduation,Married,23957.0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,CA,46,1,68
Graduation,Married,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,SA,48,1,93
PhD,Together,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,SP,71,1,265
PhD,Single,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,SP,36,0,28
PhD,Widow,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,SA,71,2,138
PhD,Widow,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,SP,71,2,138
Master,Absurd,65487.0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,CA,64,0,1169
Master,Together,65487.0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,CA,64,0,1169
Graduation,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,SP,69,2,152
PhD,Married,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,SP,47,1,218
Graduation,Together,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,CA,43,1,612
Graduation,Married,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,SP,48,1,38
Graduation,Married,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,SP,51,2,49
Graduation,Married,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,SP,30,0,358
Master,Married,36138.0,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,GER,51,2,151
Master,Married,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,CA,49,2,642
Graduation,Widow,58275.0,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,GER,66,2,615
PhD,Divorced,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,SA,64,1,361
PhD,Married,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,SA,47,1,23
PhD,Married,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,GER,47,1,23
Master,Together,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,IND,60,2,964
Master,Together,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,SP,60,2,964
Graduation,Divorced,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,SP,51,2,310
Graduation,Married,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,CA,33,0,1366
Graduation,Married,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,AUS,33,0,1366
Graduation,Single,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,SP,62,2,1191
Graduation,Together,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,SA,41,1,1135
PhD,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,SA,60,1,1101
PhD,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,SP,60,1,1101
Graduation,Single,82014.0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,SA,60,0,1511
Graduation,Widow,76320.0,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,US,62,1,932
Graduation,Divorced,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,SP,67,2,108
Graduation,Married,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,SP,46,1,641
Master,Married,32765.0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,SP,42,1,46
2n Cycle,Single,27488.5,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,AUS,57,2,21
2n Cycle,Married,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,SA,46,1,69
Graduation,Single,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,SP,32,1,57
Graduation,Married,26067.0,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,CA,47,1,56
Basic,Together,22390.0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,AUS,52,0,26
Graduation,Together,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,SP,43,0,1572
Graduation,Single,60199.0,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,CA,43,3,18
Graduation,Together,38547.0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,CA,40,1,22
Graduation,Married,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,CA,41,1,46
PhD,Single,37929.0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,SP,36,0,265
Graduation,Single,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,CA,71,0,50
Graduation,Married,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,SP,64,0,1283
Graduation,Together,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,SP,55,1,802
Master,Together,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,SP,65,1,46
Master,Together,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,SP,65,1,46
Graduation,Single,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,SP,46,2,415
Graduation,Together,54414.0,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,SA,58,2,211
Graduation,Together,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,CA,49,2,77
Graduation,Divorced,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,SP,62,1,730
Basic,Together,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,SP,74,0,28
Master,Single,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,AUS,56,1,903
Graduation,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,IND,55,2,40
Graduation,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,SP,55,2,40
PhD,Married,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,SP,64,2,38
PhD,Together,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,SP,58,2,152
PhD,Married,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,AUS,54,2,146
Graduation,Divorced,69142.0,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,IND,69,1,535
Graduation,Married,53154.0,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,US,62,1,158
PhD,Married,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,SP,61,1,656
PhD,Together,69805.0,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,GER,69,1,1038
2n Cycle,Single,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,SP,43,1,33
Graduation,Married,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,SP,48,1,25
Master,Married,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,IND,49,1,106
PhD,Married,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,SA,47,1,401
2n Cycle,Together,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,SP,69,1,232
PhD,Married,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,SP,67,1,297
Master,Divorced,48721.0,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,SA,58,2,293
Master,Married,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,SP,52,2,139
Graduation,Married,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,SP,70,1,901
Graduation,Married,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,CA,65,1,1043
PhD,Married,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,SA,45,2,53
Graduation,Divorced,27215.0,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,SA,60,3,102
Graduation,Married,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,SP,45,1,915
Graduation,Single,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,IND,58,0,167
Graduation,Together,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,SP,69,2,240
Graduation,Married,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,IND,65,1,1106
Graduation,Single,26816.0,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,IND,35,0,22
2n Cycle,Together,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,CA,45,1,1159
Master,Together,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,SP,55,1,71
Master,Married,54348.0,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,CA,68,2,90
Graduation,Married,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,SP,62,1,358
Graduation,Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,SP,37,1,20
Graduation,Divorced,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,US,58,1,928
Graduation,Divorced,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,SP,58,1,928
Graduation,Together,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,AUS,48,1,95
Graduation,Married,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,SP,46,1,311
Graduation,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,SP,52,1,37
Graduation,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,AUS,52,1,37
PhD,Married,41551.0,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,CA,57,2,279
PhD,Together,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,SA,59,1,725
Graduation,Married,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,SP,69,2,992
Graduation,Together,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,SP,38,1,33
2n Cycle,Single,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,SA,69,2,1120
Graduation,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,SA,67,0,976
Graduation,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,SP,67,0,976
2n Cycle,Divorced,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,CA,62,1,1576
Master,Married,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,SP,55,2,610
Graduation,Single,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,US,56,0,129
Graduation,Single,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,SP,43,1,279
Graduation,Married,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,SP,32,1,74
Basic,Single,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,SP,36,0,24
Graduation,Married,41850.0,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,US,41,2,96
Master,Divorced,81380.0,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,CA,54,0,1893
Graduation,Together,56386.0,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,SA,40,2,612
Graduation,Divorced,25818.0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,GER,50,1,28
Graduation,Together,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,SP,37,1,47
Master,Together,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,SP,44,2,493
Graduation,Married,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,SP,69,1,270
PhD,Married,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,SP,66,2,45
2n Cycle,Together,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,SP,32,1,43
Basic,Single,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,SA,30,1,14
Graduation,Widow,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,SP,72,0,939
Graduation,Married,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,SP,63,0,1515
Graduation,Single,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,US,45,1,415
Graduation,Single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,SA,36,1,26
PhD,Together,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,SP,73,2,425
PhD,Together,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,SA,73,2,425
Master,Single,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,SP,51,1,29
Master,Married,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,GER,65,1,450
Master,Together,49397.0,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,AUS,52,2,721
PhD,Single,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,SP,58,2,17
Master,Single,8820.0,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,CA,69,2,35
Basic,Together,14918.0,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,IND,58,1,43
Graduation,Together,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,SP,47,0,1020
Basic,Together,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,IND,43,1,80
Basic,Together,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,SP,43,1,80
Master,Together,40442.0,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,SA,69,2,169
2n Cycle,Divorced,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,SP,56,1,1826
PhD,Married,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,SP,38,1,10
Graduation,Divorced,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,SA,63,2,62
Graduation,Married,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,SP,43,2,57
Graduation,Married,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,SP,65,2,265
2n Cycle,Single,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,SA,39,0,2052
Master,Together,78093.0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,SA,74,0,1105
Master,Divorced,59354.0,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,US,69,2,310
2n Cycle,Together,36301.0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,SA,45,1,78
Master,Single,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,SP,78,0,1735
Graduation,Married,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,SP,49,1,606
Graduation,Together,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,SP,56,1,133
PhD,Single,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,SA,50,2,131
Master,Married,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,SP,39,1,79
Graduation,Divorced,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,SP,50,2,189
PhD,Divorced,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,AUS,78,0,902
PhD,Divorced,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,SA,78,0,902
Master,Divorced,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,SP,71,1,1477
PhD,Married,55517.0,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,SA,71,2,633
Graduation,Single,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,AUS,64,1,354
2n Cycle,Together,59723.0,53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,IND,43,0,1679
Graduation,Divorced,82582.0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,AUS,44,0,1617
Graduation,Divorced,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,SP,63,1,868
PhD,Single,52569.0,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,SA,54,1,95
PhD,Widow,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,IND,73,0,1234
PhD,Widow,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,IND,73,0,1234
Graduation,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,CA,49,1,769
Graduation,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,AUS,49,1,769
PhD,Together,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,SP,64,2,49
2n Cycle,Divorced,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,GER,48,1,38
2n Cycle,Divorced,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,CA,48,1,38
Graduation,Married,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,SA,69,2,94
